interaction_id,user_id,event_type,course_id,timestamp,device_type,location,referral_source,session_duration_seconds,session_id,created_at,updated_at,event_category
4544,420,like,45,2023-08-15 10:30:54,desktop,UK,15,3249,c21a7928-3c45-45c1-993b-8caf42481df2,2023-08-15 10:30:54,2023-08-15 11:21:19,web
4545,990,bookmark,625,2023-02-07 13:00:39,desktop,India,22,2358,76d5b88c-2c2c-4a80-a0f8-1bbda7cd7960,2023-02-07 13:00:39,2023-02-07 13:33:54,web
4546,938,bookmark,562,2024-01-19 17:44:47,tablet,UK,18,544,4e5143f9-e18e-407d-b16b-9ff04e691e36,2024-01-19 17:44:47,2024-01-19 18:39:59,web
4547,680,like,35,2022-09-13 14:51:28,tablet,Germany,38,2404,2590bb63-5b5c-40a2-9074-ab3f07818497,2022-09-13 14:51:28,2022-09-13 15:47:47,web
4548,752,comment,656,2022-06-18 12:24:59,desktop,UK,8,636,b2f78eec-9475-464d-aa64-d2bf9a266a59,2022-06-18 12:24:59,2022-06-18 12:48:30,web
4549,868,bookmark,428,2024-01-01 08:23:23,tablet,Germany,25,1023,0c70e18d-2bed-410f-9962-21b9620036c2,2024-01-01 08:23:23,2024-01-01 08:44:37,web
4550,312,like,149,2023-12-22 09:03:33,desktop,Brazil,organic,3560,0d985c37-92be-4593-8329-aabb3ffb6be3,2023-12-22 09:03:33,2023-12-22 09:32:57,web
4551,207,share,860,2023-06-06 20:41:22,mobile,India,32,693,69cc825f-adc1-4b44-8843-241e09b65d1c,2023-06-06 20:41:22,2023-06-06 21:03:05,web
4552,181,bookmark,678,2023-06-01 02:34:42,desktop,India,32,1603,ceb5d99d-5214-4a00-8c90-2eee771f74da,2023-06-01 02:34:42,2023-06-01 03:24:15,web
4553,215,comment,14,2023-05-23 10:32:49,tablet,India,43,1269,5a449612-d83b-4184-b92a-b6542f724187,2023-05-23 10:32:49,2023-05-23 11:31:05,web
4554,979,like,712,2022-12-09 08:27:29,mobile,Brazil,17,265,b5118397-c0a6-4079-82b1-b5bee4d71702,2022-12-09 08:27:29,2022-12-09 08:32:51,web
4555,637,bookmark,395,2023-02-26 06:52:05,desktop,India,48,2953,b1a7bf2c-3e98-4922-beec-feb7f2c50811,2023-02-26 06:52:05,2023-02-26 07:04:56,web
4556,668,comment,733,2024-01-05 01:02:13,desktop,UK,44,2856,311b8fc7-2e68-4b6b-806d-7696cbe5b354,2024-01-05 01:02:13,2024-01-05 01:07:19,web
4557,537,comment,470,2023-07-29 04:53:57,tablet,India,38,3183,b0a64479-3a45-40d0-81aa-ce2ac7267bb6,2023-07-29 04:53:57,2023-07-29 05:28:34,web
4558,279,bookmark,803,2022-07-24 07:57:21,tablet,Brazil,17,234,285c656d-ec6c-46de-a864-ec8ea2398ae9,2022-07-24 07:57:21,2022-07-24 08:42:17,web
4559,368,like,177,2023-09-04 15:19:59,tablet,Germany,11,2765,3a9cb0a7-9e8e-4724-beda-e6b13c94ff39,2023-09-04 15:19:59,2023-09-04 15:34:28,web
4560,586,bookmark,40,2023-11-08 11:38:23,desktop,UK,38,2106,3bde30cf-01a1-4893-9f9f-1e832699e672,2023-11-08 11:38:23,2023-11-08 11:57:00,web
4561,56,like,389,2022-12-22 05:04:19,mobile,Brazil,1,2150,7aca4801-1571-4677-83b9-d200d4584ca6,2022-12-22 05:04:19,2022-12-22 05:51:59,web
4562,745,like,96,2022-12-26 13:55:57,mobile,US,36,2473,caced1d0-c918-4b1f-8e33-90adcfb7178d,2022-12-26 13:55:57,2022-12-26 14:19:48,web
4563,558,bookmark,177,2022-10-21 00:06:00,tablet,Brazil,45,2863,4847cd2c-48e1-472b-94c5-591ff085f2f4,2022-10-21 00:06:00,2022-10-21 00:45:59,web
4564,321,share,756,2022-08-22 01:31:58,tablet,UK,31,2942,5f5a6006-9f3f-4143-9a40-2ee4cb31e47d,2022-08-22 01:31:58,2022-08-22 01:56:38,web
4565,938,bookmark,414,2023-08-25 05:43:14,desktop,Germany,41,3174,020aaff2-9ae3-43e5-9dbd-bcd93ec0ded9,2023-08-25 05:43:14,2023-08-25 06:29:09,web
4566,85,bookmark,857,2023-01-15 02:20:30,desktop,India,21,386,cb892099-b854-4573-8b2d-b8c9c58420ca,2023-01-15 02:20:30,2023-01-15 03:16:19,web
4567,971,comment,267,2022-10-01 03:25:07,tablet,US,19,3262,2ea88695-1b47-446f-a339-ba357a18afe6,2022-10-01 03:25:07,2022-10-01 04:21:10,web
4568,23,comment,12,2022-06-20 08:12:50,tablet,Germany,45,734,f601f0d5-074b-4f96-8d7a-bfdcbb74dd3a,2022-06-20 08:12:50,2022-06-20 08:20:26,web
4569,378,like,261,2022-11-28 13:50:39,tablet,India,21,3181,d21d081e-68e6-4580-8fc2-f2c4f676a822,2022-11-28 13:50:39,2022-11-28 14:49:05,web
4570,611,like,307,2023-05-22 01:24:28,mobile,US,25,1172,8de17144-323e-446d-b01b-17334728acaf,2023-05-22 01:24:28,2023-05-22 02:05:37,web
4571,643,comment,635,2022-09-12 07:22:51,desktop,UK,18,3225,ec5391bb-1b6b-4ea0-b661-1016569d6e53,2022-09-12 07:22:51,2022-09-12 07:53:27,web
4572,607,share,318,2022-11-13 19:42:31,mobile,UK,3,1347,7b49e1d0-18d9-496e-881c-7ba56b949b5f,2022-11-13 19:42:31,2022-11-13 19:46:21,web
4573,857,share,255,2023-02-13 22:28:26,tablet,US,31,2339,1afd683e-e01e-42c8-ade4-6d65f33ef86e,2023-02-13 22:28:26,2023-02-13 23:06:15,web
4574,72,like,241,2022-11-16 19:23:38,desktop,UK,8,3239,6197f81f-6509-4284-8183-2e9e87a3c323,2022-11-16 19:23:38,2022-11-16 20:15:22,web
4575,725,share,239,2023-06-07 16:43:04,desktop,Germany,16,435,1def032d-014a-4cf6-83ef-d7893ef21563,2023-06-07 16:43:04,2023-06-07 17:25:44,web
4576,834,like,536,2024-02-05 14:31:08,desktop,UK,4,2699,26793993-3c6c-424c-9894-8bf14057736b,2024-02-05 14:31:08,2024-02-05 14:32:21,web
4577,174,comment,647,2023-08-15 23:32:29,mobile,UK,11,2124,cf4251cc-89e7-4a5f-bdc8-cf0867c6a633,2023-08-15 23:32:29,2023-08-16 00:10:37,web
4578,496,comment,866,2023-10-06 02:09:15,desktop,UK,30,1159,a33059cf-3776-45c5-855c-697fa3b9be80,2023-10-06 02:09:15,2023-10-06 02:30:10,web
4579,781,share,67,2023-06-23 08:46:25,desktop,India,12,1618,ff7c3eca-a326-422a-ba09-7b36814ed65f,2023-06-23 08:46:25,2023-06-23 09:39:38,web
4580,956,like,178,2023-10-12 04:44:28,tablet,US,18,1890,f55cd1ce-c375-4a21-b969-3a32b5c0810d,2023-10-12 04:44:28,2023-10-12 05:13:21,web
4581,262,share,463,2024-01-10 15:48:35,mobile,India,8,2935,eec819c5-6912-4c2a-a8a2-0e2939d4452f,2024-01-10 15:48:35,2024-01-10 16:14:58,web
4582,965,bookmark,247,2023-11-21 02:56:18,tablet,India,40,1594,b3e5d45d-c27e-445a-b90c-8e29360afeb5,2023-11-21 02:56:18,2023-11-21 03:44:54,web
4583,466,like,748,2023-06-03 02:04:41,mobile,Germany,22,1012,5245291b-dfcb-41ee-8ee7-a94281cc61b1,2023-06-03 02:04:41,2023-06-03 02:08:39,web
4584,404,comment,102,2023-07-02 01:21:59,mobile,Brazil,7,208,b89db8a6-15c7-4ee0-a087-f5c1f64432f7,2023-07-02 01:21:59,2023-07-02 02:02:57,web
4585,854,share,769,2023-12-05 06:38:26,tablet,Brazil,14,1780,47887afa-d59c-470a-8145-67693c816f4e,2023-12-05 06:38:26,2023-12-05 07:16:47,web
4586,311,bookmark,666,2023-06-25 15:30:17,mobile,UK,10,1300,d604fbea-c76d-41d6-9a13-7a9a2c6e85ca,2023-06-25 15:30:17,2023-06-25 15:47:13,web
4587,716,bookmark,498,2023-12-25 21:34:54,tablet,Brazil,organic,3162,99e94eb8-6c57-47a8-8185-aa5427c8d355,2023-12-25 21:34:54,2023-12-25 21:40:13,web
4588,129,bookmark,651,2022-08-02 18:12:46,desktop,India,12,3003,003869d3-a693-40a0-bd92-6ae5f87c6072,2022-08-02 18:12:46,2022-08-02 18:43:12,web
4589,585,share,138,2022-11-03 05:05:23,mobile,Germany,29,2567,eb799c23-c74c-460d-b01a-b05a79961e17,2022-11-03 05:05:23,2022-11-03 06:00:08,web
4590,615,comment,28,2022-08-30 04:46:19,desktop,US,22,1656,ebd6f0be-c314-4d75-bac3-b4e187a44b79,2022-08-30 04:46:19,2022-08-30 05:09:16,web
4591,954,share,620,2023-08-10 19:06:34,desktop,India,44,1531,d5e74d6f-300b-47d7-867a-67cfd9e8e1a1,2023-08-10 19:06:34,2023-08-10 19:18:09,web
4592,175,share,800,2022-07-07 15:40:55,tablet,India,36,3149,0aa92e7f-c4d0-4b49-9791-7b60010a836e,2022-07-07 15:40:55,2022-07-07 16:00:41,web
4593,177,share,139,2022-08-26 13:24:22,desktop,Brazil,21,3472,45e57cdc-b70c-4f60-a8ee-725a2758d839,2022-08-26 13:24:22,2022-08-26 14:08:28,web
4594,41,bookmark,647,2023-08-25 11:21:26,tablet,US,46,3392,e55a9fa6-8170-494a-96ce-4476aded95d1,2023-08-25 11:21:26,2023-08-25 12:00:20,web
4595,8,like,382,2022-08-09 18:12:05,desktop,US,35,2259,7a6b5cff-8eed-483c-a887-20d5b8ae9964,2022-08-09 18:12:05,2022-08-09 19:05:43,web
4596,153,like,145,2023-04-20 20:04:05,mobile,Brazil,44,3424,2bb4a359-1be1-42f9-9fe3-93096a3806cd,2023-04-20 20:04:05,2023-04-20 20:53:43,web
4597,581,bookmark,681,2024-01-23 09:54:41,tablet,India,11,3258,b5731e73-9c03-4dbe-b60a-0a6ba0950a10,2024-01-23 09:54:41,2024-01-23 10:46:57,web
4598,303,comment,747,2023-05-07 18:40:47,tablet,UK,18,2999,cde0bdb3-fdf0-4f08-8c66-441ec1dbbc6a,2023-05-07 18:40:47,2023-05-07 18:53:18,web
4599,858,share,671,2023-01-26 10:48:56,desktop,Brazil,42,2646,ceaa38c9-2313-4309-a160-c461d60eed28,2023-01-26 10:48:56,2023-01-26 11:00:12,web
4600,521,comment,524,2023-09-24 18:39:13,desktop,India,46,2576,7a354553-e230-4e36-bda7-6a2cac096b5c,2023-09-24 18:39:13,2023-09-24 18:52:21,web
4601,45,like,84,2024-01-14 20:38:56,tablet,US,23,2807,92ff4590-3a15-4aa5-86e2-f20e78e8bc83,2024-01-14 20:38:56,2024-01-14 21:34:30,web
4602,434,comment,89,2023-09-22 02:44:21,mobile,UK,13,2192,5f56a9e0-1043-4fce-aa15-3c3ff9e9a098,2023-09-22 02:44:21,2023-09-22 03:01:50,web
4603,123,like,168,2022-11-06 02:38:39,tablet,US,36,2857,3ef3f1c6-8016-4bfd-a64a-cd132aec8e35,2022-11-06 02:38:39,2022-11-06 03:17:36,web
4604,61,comment,744,2023-07-02 00:13:57,desktop,UK,6,2999,6c376d75-c5f3-47f4-ab98-2bf1da8a0545,2023-07-02 00:13:57,2023-07-02 00:35:32,web
4605,576,bookmark,116,2023-11-12 02:14:53,mobile,US,24,1451,33ad72d0-b7b3-4ac6-b4b6-2e4f384e87ad,2023-11-12 02:14:53,2023-11-12 02:38:21,web
4606,878,bookmark,624,2023-02-20 02:37:05,tablet,UK,41,3199,f8b04433-8f87-450c-bd64-995f0ad2a7d3,2023-02-20 02:37:05,2023-02-20 02:43:22,web
4607,804,comment,69,2022-07-15 09:12:15,tablet,Germany,28,3108,76ba192e-5286-4789-93c5-76342b40d902,2022-07-15 09:12:15,2022-07-15 09:22:09,web
4608,193,like,56,2023-06-11 06:39:50,desktop,India,25,3012,b6adad6e-b93c-4ca8-80db-0bba6218ef7f,2023-06-11 06:39:50,2023-06-11 07:30:51,web
4609,49,share,493,2023-01-11 04:02:34,desktop,US,6,855,3e261f22-e45a-479e-8146-bcac35d2bcb4,2023-01-11 04:02:34,2023-01-11 04:08:42,web
4610,452,share,534,2022-10-26 17:34:08,mobile,US,29,329,8bbd7510-46ff-4eb2-b531-92854c555bf7,2022-10-26 17:34:08,2022-10-26 17:53:52,web
4611,609,share,362,2022-10-14 06:36:30,mobile,UK,19,242,1e716907-3c0a-4a26-afd9-a638ad860d77,2022-10-14 06:36:30,2022-10-14 06:41:52,web
4612,474,comment,179,2023-11-23 03:07:12,mobile,India,40,3088,7aeacac1-2872-453f-a389-ff7f0a252e96,2023-11-23 03:07:12,2023-11-23 03:49:45,web
4613,812,share,816,2022-11-05 02:59:37,mobile,Germany,36,772,58d6d8f2-c339-4bc2-8558-f7a71a839f3e,2022-11-05 02:59:37,2022-11-05 03:57:54,web
4614,387,comment,678,2023-11-27 10:05:19,desktop,Brazil,15,1381,17e17fb0-0e3a-43ff-baf1-e702b4af8742,2023-11-27 10:05:19,2023-11-27 10:54:16,web
4615,951,like,539,2023-09-18 16:10:13,tablet,Germany,45,1153,0d7b0b60-7a43-4f9f-85da-d9fbfbcd6285,2023-09-18 16:10:13,2023-09-18 16:28:26,web
4616,667,like,753,2023-04-04 21:00:36,desktop,Germany,6,2159,69e9f635-5ef9-408d-bdba-fde0e793590e,2023-04-04 21:00:36,2023-04-04 21:01:08,web
4617,121,like,365,2023-09-21 17:24:50,tablet,Brazil,10,2744,b4bce2de-1507-4f2d-98ce-c654011115b5,2023-09-21 17:24:50,2023-09-21 17:48:33,web
4618,166,share,719,2023-10-08 10:16:05,tablet,US,29,78,f4b391be-c053-4829-b24f-ef53c14acda3,2023-10-08 10:16:05,2023-10-08 10:42:51,web
4619,785,bookmark,498,2022-08-09 03:53:59,desktop,Germany,34,2152,54ed732d-4881-4ac1-b0c3-cb98cc589ff1,2022-08-09 03:53:59,2022-08-09 04:48:48,web
4620,57,share,780,2023-02-18 02:41:39,desktop,Germany,5,3330,81989d5e-8963-4192-89c0-40755d6bd69d,2023-02-18 02:41:39,2023-02-18 02:54:39,web
4621,186,like,6,2023-09-09 10:14:22,mobile,India,3,319,951903fe-8d10-48d3-a90c-40695c191fd4,2023-09-09 10:14:22,2023-09-09 10:15:18,web
4622,923,share,238,2023-01-25 16:14:27,tablet,India,2,279,162bb0d9-4ee8-4c0c-8f65-f585873a0087,2023-01-25 16:14:27,2023-01-25 16:30:39,web
4623,60,bookmark,402,2023-12-11 18:56:43,desktop,India,38,2384,7eea040f-9b67-4b95-9a01-5b09c144bb47,2023-12-11 18:56:43,2023-12-11 19:10:57,web
4624,686,comment,620,2023-02-13 07:13:32,desktop,US,20,927,4d6249f2-04e5-4cdb-bba3-8f576b82675b,2023-02-13 07:13:32,2023-02-13 07:39:10,web
4625,439,bookmark,98,2023-10-15 04:58:44,tablet,US,42,526,fa9f83b1-b0e0-4984-a28f-0124fb70f285,2023-10-15 04:58:44,2023-10-15 05:19:34,web
4626,738,like,611,2022-06-26 14:14:20,desktop,US,39,1498,258422e5-68a4-4eb6-a571-fb9a7d7ccba6,2022-06-26 14:14:20,2022-06-26 15:09:20,web
4627,687,share,690,2022-07-20 10:28:52,tablet,Brazil,27,897,c999e387-2527-45d4-a2ab-fcfdc2c0882d,2022-07-20 10:28:52,2022-07-20 11:15:56,web
4628,517,share,31,2023-11-13 02:10:11,tablet,Brazil,40,2963,d112472d-348f-4711-b20c-28b9ca44e0ee,2023-11-13 02:10:11,2023-11-13 02:28:06,web
4629,739,comment,327,2022-10-10 11:44:35,mobile,Brazil,4,1594,e8e9e558-f33e-480a-947c-c046d543e5dd,2022-10-10 11:44:35,2022-10-10 12:08:48,web
4630,546,comment,742,2022-11-11 04:38:53,tablet,India,41,2227,2d91f7fd-99de-4cfb-a2d3-de23195933d5,2022-11-11 04:38:53,2022-11-11 05:06:23,web
4631,63,comment,401,2022-11-06 20:29:52,tablet,US,18,508,e0b0d0af-d2fa-44b3-b982-8a7fce425d3e,2022-11-06 20:29:52,2022-11-06 21:26:58,web
4632,683,share,714,2022-10-28 20:24:08,mobile,UK,15,2490,372a16fd-0590-46b2-9599-911c258d3ce3,2022-10-28 20:24:08,2022-10-28 20:46:49,web
4633,80,share,886,2023-02-04 01:24:33,desktop,US,38,1295,5fa439c2-416e-4918-834d-9b5a8391c351,2023-02-04 01:24:33,2023-02-04 01:41:54,web
4634,772,like,575,2023-06-23 10:11:00,desktop,Germany,32,1204,e98f364a-fee4-433d-97fe-6eb63fbeb6f8,2023-06-23 10:11:00,2023-06-23 10:39:57,web
4635,555,bookmark,244,2023-07-28 12:02:57,tablet,Germany,2,1306,de7f9e7f-1cf8-49be-9f5f-e1a91669f923,2023-07-28 12:02:57,2023-07-28 12:30:55,web
4636,616,share,422,2023-04-25 09:11:23,mobile,India,29,2637,fc7b291c-5e59-4bf8-8b78-7c91b6d7fdbc,2023-04-25 09:11:23,2023-04-25 09:54:06,web
4637,177,like,388,2023-08-20 02:48:47,desktop,Germany,23,1139,955e47cb-b273-4c5b-8e90-0fa7d82c47eb,2023-08-20 02:48:47,2023-08-20 03:42:14,web
4638,237,bookmark,107,2022-06-24 16:06:26,mobile,Brazil,1,3185,ea8d4352-a771-42a2-92a8-d951c4cb98f4,2022-06-24 16:06:26,2022-06-24 17:04:49,web
4639,369,like,613,2023-09-18 00:33:19,mobile,India,4,365,9d0d4a4b-3b58-4bcd-85dc-1a81e5c05e79,2023-09-18 00:33:19,2023-09-18 00:40:30,web
4640,421,comment,428,2023-12-07 17:12:53,desktop,Brazil,6,2996,8dbc7c3b-8a98-42b4-b797-da078cd9647f,2023-12-07 17:12:53,2023-12-07 17:32:39,web
4641,757,comment,499,2022-11-25 02:35:29,mobile,Germany,6,478,47fecea9-3afe-44f0-9805-eb97d0a441c0,2022-11-25 02:35:29,2022-11-25 03:12:39,web
4642,98,share,722,2022-07-08 08:44:16,tablet,Brazil,29,2913,5927e148-73d5-431a-a346-3e65a2ba8f1f,2022-07-08 08:44:16,2022-07-08 08:56:51,web
4643,522,comment,490,2024-01-20 02:53:19,tablet,US,42,559,7257e9f1-877f-4528-91a9-a75af2d8255c,2024-01-20 02:53:19,2024-01-20 03:03:04,web
4644,199,like,127,2023-04-08 02:53:47,tablet,Brazil,8,803,a9e443a8-4b17-4ea3-a877-84686bc6c89c,2023-04-08 02:53:47,2023-04-08 03:37:24,web
4645,819,comment,776,2023-08-03 08:19:07,mobile,Brazil,organic,3187,ebe87cc3-7d77-4977-8db0-285872a676d1,2023-08-03 08:19:07,2023-08-03 09:07:00,web
4646,176,bookmark,598,2023-01-09 03:32:41,mobile,US,7,1664,5893f7d5-edfe-44cf-829a-6c9a9c93c8cc,2023-01-09 03:32:41,2023-01-09 04:17:55,web
4647,281,share,630,2022-06-15 18:04:26,desktop,US,49,3006,2b64f828-aa00-40ef-8271-73751bbc2f01,2022-06-15 18:04:26,2022-06-15 18:16:01,web
4648,172,share,280,2024-02-04 04:52:58,tablet,Brazil,5,1014,d929f52f-e3e0-4c55-a1d9-3e3d67ea978b,2024-02-04 04:52:58,2024-02-04 04:55:25,web
4649,746,comment,385,2023-11-08 15:12:32,tablet,UK,25,3170,e4187347-a68a-401b-9b62-616d14c2a959,2023-11-08 15:12:32,2023-11-08 16:00:28,web
4650,159,like,788,2023-05-30 16:03:49,desktop,US,47,370,982ee947-09cb-465b-9ef4-9df78c0f7a6d,2023-05-30 16:03:49,2023-05-30 16:05:51,web
4651,697,like,759,2023-03-02 12:11:16,tablet,UK,25,3465,9118945e-c085-4def-9da1-560299912dd1,2023-03-02 12:11:16,2023-03-02 12:53:05,web
4652,754,bookmark,254,2023-09-12 19:41:24,desktop,UK,34,2128,4ce0cf1e-4016-4def-a481-345e5d5542c1,2023-09-12 19:41:24,2023-09-12 20:24:52,web
4653,564,comment,527,2024-01-12 19:51:32,tablet,US,36,1055,6f58d496-58aa-48fd-a188-ab40d3aae4b2,2024-01-12 19:51:32,2024-01-12 20:30:22,web
4654,134,bookmark,134,2023-10-13 00:43:44,mobile,US,38,1344,5a0676ce-be1c-4057-ab40-1d156d0061b5,2023-10-13 00:43:44,2023-10-13 01:02:02,web
4655,984,comment,219,2022-06-03 13:36:45,tablet,India,28,3073,9191c5fa-7d80-4b5d-9ae0-40547bdabcb3,2022-06-03 13:36:45,2022-06-03 14:35:03,web
4656,234,bookmark,436,2023-06-07 07:40:06,desktop,Brazil,16,2741,7a6fbabc-f8d4-4882-b848-cc9d478c22b6,2023-06-07 07:40:06,2023-06-07 07:52:20,web
4657,831,comment,622,2023-03-17 21:34:39,mobile,Brazil,8,1629,6ad9bb08-ecf4-455b-ad82-4b40314291b0,2023-03-17 21:34:39,2023-03-17 22:04:47,web
4658,373,comment,443,2022-07-08 02:11:56,desktop,UK,16,1677,96ca136e-d5c0-4717-a86a-6b7b78b95097,2022-07-08 02:11:56,2022-07-08 02:34:27,web
4659,710,share,53,2023-03-15 20:57:38,desktop,US,36,842,edce872f-f229-46d0-a021-732c4ab5027e,2023-03-15 20:57:38,2023-03-15 21:27:16,web
4660,383,like,524,2022-07-28 02:59:44,tablet,India,47,1531,2a7ad076-58b3-4170-abe7-280d76dc1e35,2022-07-28 02:59:44,2022-07-28 03:41:19,web
4661,729,comment,332,2024-01-05 20:52:18,desktop,UK,44,97,004ead44-c30e-47a0-a54c-a969fc958828,2024-01-05 20:52:18,2024-01-05 21:47:41,web
4662,517,comment,169,2023-12-07 10:32:18,tablet,US,32,1428,9feca7bb-4670-4ac9-b943-c1c7347a2001,2023-12-07 10:32:18,2023-12-07 10:38:25,web
4663,555,share,65,2024-01-11 21:02:29,tablet,India,48,1062,28df52a3-b1ab-43ed-a65a-2c3f5d6813cf,2024-01-11 21:02:29,2024-01-11 21:14:45,web
4664,585,comment,866,2023-06-15 11:08:55,tablet,India,10,3411,e2502b8c-43e9-43e8-954c-c2e62fd2662b,2023-06-15 11:08:55,2023-06-15 11:53:26,web
4665,803,share,609,2023-03-03 10:31:26,mobile,US,2,1488,103592eb-8a19-4962-b587-ae71391e476e,2023-03-03 10:31:26,2023-03-03 10:56:38,web
4666,724,bookmark,631,2023-11-16 13:58:39,mobile,Germany,31,3435,ff851042-4d4b-4864-87d8-f32a47bf8635,2023-11-16 13:58:39,2023-11-16 14:31:04,web
4667,64,share,862,2023-11-18 16:16:32,desktop,Brazil,24,2538,0040a057-cb01-406e-a57b-ac312fc83a53,2023-11-18 16:16:32,2023-11-18 17:04:33,web
4668,112,share,613,2023-05-09 03:22:56,mobile,US,7,230,69a18a63-bf5b-4128-acfe-9269d9225b8d,2023-05-09 03:22:56,2023-05-09 03:54:31,web
4669,648,like,416,2023-02-05 02:04:17,desktop,Germany,21,2697,5976c299-7496-451d-b60a-3c002cd560c8,2023-02-05 02:04:17,2023-02-05 02:20:42,web
4670,811,bookmark,691,2022-10-29 16:10:37,tablet,India,35,2701,0450f849-b9fa-4cad-b5b3-4fadac4fdfd1,2022-10-29 16:10:37,2022-10-29 16:39:54,web
4671,479,comment,606,2022-12-17 12:59:31,desktop,Brazil,40,1504,5f9a7ab0-c8a9-46a6-8a00-61bb4adfbe1b,2022-12-17 12:59:31,2022-12-17 13:09:04,web
4672,239,bookmark,588,2022-08-17 04:18:41,mobile,India,14,1388,722cfbb8-9aa3-4a5e-8249-2702475c1c2a,2022-08-17 04:18:41,2022-08-17 04:43:31,web
4673,642,share,231,2023-06-15 21:39:49,mobile,Brazil,28,795,81f23c34-f66c-462a-8014-c657e64933e7,2023-06-15 21:39:49,2023-06-15 22:36:35,web
4674,414,comment,202,2024-01-11 14:15:11,desktop,Germany,16,3216,221213eb-a9a9-4943-bfd5-fc3ee67148fe,2024-01-11 14:15:11,2024-01-11 14:26:30,web
4675,740,bookmark,142,2023-12-03 05:12:31,mobile,India,34,3343,e86f42b1-c8a0-4b83-ae28-58538dd3d796,2023-12-03 05:12:31,2023-12-03 05:37:08,web
4676,632,comment,1,2022-10-30 19:56:07,tablet,Brazil,32,1265,37a36022-147b-4b95-8ac7-08a256c9213d,2022-10-30 19:56:07,2022-10-30 19:59:18,web
4677,96,like,741,2022-08-23 17:44:20,tablet,Germany,34,1610,0e98f633-0c3c-4fb5-b20b-e3935fac9425,2022-08-23 17:44:20,2022-08-23 18:30:00,web
4678,201,share,242,2023-05-10 15:44:01,tablet,India,42,3317,050e571b-0daf-4685-8975-418af3365f65,2023-05-10 15:44:01,2023-05-10 15:50:11,web
4679,603,comment,712,2023-07-01 12:43:14,mobile,India,11,3003,867a4245-6dfd-4778-9919-93b6b22dc1ae,2023-07-01 12:43:14,2023-07-01 13:28:17,web
4680,495,bookmark,210,2022-12-29 02:48:52,desktop,Brazil,18,1896,272b91c7-a2b9-4626-8fee-ee20b5037e74,2022-12-29 02:48:52,2022-12-29 02:59:15,web
4681,21,comment,795,2023-12-06 19:45:39,mobile,UK,2,1624,7ed07add-6c8a-4754-a0cd-0d484ae37490,2023-12-06 19:45:39,2023-12-06 19:46:07,web
4682,395,like,552,2022-07-20 05:51:03,tablet,US,35,1052,c557331b-d55c-437c-b114-0b56093dc3f9,2022-07-20 05:51:03,2022-07-20 05:59:24,web
4683,765,bookmark,839,2023-01-16 16:48:11,desktop,UK,11,3061,67479460-1111-4a1b-ba0d-d25fa75c457f,2023-01-16 16:48:11,2023-01-16 17:42:52,web
4684,814,like,267,2022-08-20 16:40:55,tablet,India,41,319,2048a245-ac59-4443-a7dc-30719644685b,2022-08-20 16:40:55,2022-08-20 16:46:11,web
4685,166,comment,629,2022-10-17 05:34:04,tablet,Brazil,organic,2144,bbad000c-6aec-4721-8baf-575932686255,2022-10-17 05:34:04,2022-10-17 05:39:30,web
4686,245,comment,314,2023-06-17 21:46:29,mobile,India,29,2938,a04277e9-5057-48b6-b5b1-484dfd50dd0f,2023-06-17 21:46:29,2023-06-17 22:00:39,web
4687,899,comment,7,2022-09-20 18:05:00,tablet,Germany,23,1132,fc57e5c5-743b-46ea-b4ed-65006fe0fc27,2022-09-20 18:05:00,2022-09-20 19:01:58,web
4688,207,share,223,2022-06-05 15:07:37,mobile,US,9,1002,76dc491b-11b5-4c8d-9126-01bc01a324e3,2022-06-05 15:07:37,2022-06-05 15:12:06,web
4689,437,bookmark,344,2022-11-23 23:45:21,tablet,US,48,745,b0cfdc73-eab2-4847-a64e-c3b07991ee28,2022-11-23 23:45:21,2022-11-24 00:33:08,web
4690,913,comment,887,2023-03-17 18:59:45,tablet,Germany,48,1884,d35ebf11-f72f-4699-a8e9-318fe80f1ea3,2023-03-17 18:59:45,2023-03-17 19:19:52,web
4691,959,bookmark,490,2023-09-02 17:52:19,mobile,Germany,41,3436,0c20070d-83c9-4c0c-bbe7-023408b3806b,2023-09-02 17:52:19,2023-09-02 18:15:49,web
4692,824,comment,822,2022-11-10 16:05:59,desktop,Germany,5,3281,2caa2eff-af6c-46e9-8cf3-13db467f6f9b,2022-11-10 16:05:59,2022-11-10 16:29:55,web
4693,233,bookmark,660,2023-01-25 13:28:32,desktop,US,2,2836,15e6224c-9689-424a-b0d0-e600c18e6eb8,2023-01-25 13:28:32,2023-01-25 14:16:10,web
4694,456,bookmark,710,2022-12-01 13:46:20,mobile,India,26,3061,655e70ce-6cf3-4260-b299-4ef18988d52d,2022-12-01 13:46:20,2022-12-01 14:13:39,web
4695,355,bookmark,741,2024-02-02 13:28:00,desktop,India,1,3062,1501d675-5e12-4226-a411-4ad4662a2dc8,2024-02-02 13:28:00,2024-02-02 14:27:32,web
4696,926,share,346,2023-10-05 15:30:13,tablet,UK,17,2273,8004fb30-717f-446d-95cc-c8259e9b5522,2023-10-05 15:30:13,2023-10-05 16:07:13,web
4697,518,share,515,2023-05-01 05:56:03,tablet,UK,6,2695,fb2dcd58-f38a-4c6f-a9cd-aa34e92addf8,2023-05-01 05:56:03,2023-05-01 06:14:02,web
